artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
JJ Lin;Charlene Choi,小酒窩,56,218026,0,0.637,0.442,3,-6.073,1,0.0254,0.732,0.0,0.127,0.338,95.201,4,mandopop
Sodagreen,喜歡寂寞,54,264653,0,0.376,0.541,11,-7.702,1,0.0297,0.483,0.0,0.116,0.204,136.189,4,mandopop
詹雅雯,是真的,28,239420,0,0.678,0.327,2,-10.809,0,0.0283,0.6,0.0,0.0534,0.788,107.989,4,mandopop
G.E.M.,句號,55,235632,0,0.72,0.481,10,-8.552,1,0.0621,0.246,0.0,0.0704,0.443,143.947,4,mandopop
Jordan Chan,相依為命,55,235813,0,0.505,0.434,11,-8.439,1,0.0361,0.442,0.0,0.126,0.342,133.12,4,mandopop
吳青峰;AURORA,Storm - English Version,48,229021,0,0.506,0.587,11,-7.922,1,0.06,0.0849,0.0042,0.158,0.216,120.059,4,mandopop
EggPlantEgg,浪子回頭,59,259373,0,0.473,0.488,0,-9.979,1,0.0477,0.251,8.32e-06,0.11,0.203,129.523,4,mandopop
Cyndi Wang,那年夏天寧靜的海,52,252133,0,0.651,0.425,5,-4.637,1,0.0274,0.861,0.0,0.136,0.498,111.893,4,mandopop
詹雅雯,一個人的心事,28,253586,0,0.493,0.552,3,-5.648,1,0.0289,0.234,2.77e-06,0.158,0.286,127.794,4,mandopop
Abin Fang,壞人,60,300093,0,0.462,0.516,11,-5.987,1,0.0367,0.4,0.0,0.092,0.283,99.671,4,mandopop
Sandy Lam,至少還有你,57,274800,0,0.479,0.542,4,-5.588,1,0.0322,0.531,5.19e-06,0.137,0.347,124.692,4,mandopop
Eason Chan,明年今日,54,206117,0,0.67,0.397,8,-10.87,1,0.0417,0.71,0.0,0.11,0.214,123.969,4,mandopop
Feng Ze,別對我說以後,27,219259,0,0.577,0.788,2,-5.033,1,0.0332,0.173,0.0,0.089,0.339,81.013,4,mandopop
Faye Wong,匆匆那年,51,241000,0,0.547,0.343,10,-10.475,0,0.0301,0.954,0.00112,0.113,0.401,127.977,3,mandopop
Jay Chou,千里之外,53,254373,0,0.686,0.547,2,-6.461,1,0.0301,0.343,0.0,0.0944,0.169,117.966,4,mandopop
高爾宣 OSN;李浩瑋 Howard Lee,Drowning,59,156747,0,0.728,0.519,5,-5.206,0,0.0377,0.603,3.26e-06,0.0966,0.761,128.01,4,mandopop
JJ Lin,裹著心的光,53,273018,0,0.428,0.498,0,-5.742,1,0.0304,0.169,0.0,0.0903,0.314,135.936,4,mandopop
Ronghao Li;A-Mei Chang,對等關係 (feat. 張惠妹),57,327228,0,0.467,0.563,6,-4.294,1,0.0282,0.747,0.0,0.121,0.209,130.027,4,mandopop
Jolin Tsai,倒帶,54,266146,0,0.57,0.669,5,-3.722,1,0.0279,0.11,0.0,0.085,0.344,130.413,4,mandopop
Fish Leong,會呼吸的痛,55,272973,0,0.67,0.518,7,-7.53,1,0.0278,0.538,0.0,0.111,0.195,112.006,4,mandopop
JJ Lin,不潮不用花錢,47,233506,0,0.789,0.701,9,-5.177,0,0.0318,0.201,1.93e-06,0.0814,0.646,112.005,4,mandopop
Jeric,LOVE YOU MORE (愛你多一些),28,220333,0,0.423,0.51,1,-9.892,0,0.0393,0.594,0.0,0.125,0.607,124.018,4,mandopop
Jay Chou,手寫的從前,52,297493,0,0.648,0.515,0,-9.137,1,0.025,0.649,0.0,0.107,0.218,94.0,4,mandopop
Bii,無畏的明天,27,215374,0,0.602,0.749,1,-4.326,1,0.038,0.018,1.87e-05,0.176,0.324,119.98,4,mandopop
Jay Chou,愛情廢柴,50,285616,0,0.411,0.671,2,-6.207,1,0.0319,0.0115,0.0,0.11,0.397,73.947,4,mandopop
JC 陳詠桐,說散就散,59,230571,0,0.507,0.627,2,-6.804,1,0.125,0.556,0.0,0.229,0.371,139.68,4,mandopop
Kit Chan,喜欢你,49,265906,0,0.658,0.416,6,-8.22,1,0.0416,0.835,0.0,0.122,0.273,119.941,3,mandopop
Wu Bai,夢醒時分,50,226226,0,0.591,0.619,2,-6.856,1,0.0278,0.0151,0.0,0.318,0.567,132.15,4,mandopop
Jay Chou,紅塵客棧,51,274066,0,0.432,0.468,0,-8.602,1,0.0259,0.387,0.000148,0.185,0.274,180.016,4,mandopop
Leehom Wang,你不知道的事,56,279000,0,0.493,0.288,1,-9.861,1,0.0253,0.511,0.0,0.112,0.318,86.982,4,mandopop
JJ Lin,黑夜問白天,53,292146,0,0.452,0.54,9,-7.004,0,0.0351,0.402,0.0,0.106,0.194,134.553,4,mandopop
Eason Chan,陀飛輪,39,279560,0,0.544,0.309,0,-8.7,1,0.0349,0.936,0.0,0.115,0.376,134.277,4,mandopop
Tanya Chua,让浪漫作主,58,250898,0,0.38,0.342,6,-7.725,1,0.0288,0.926,0.0,0.217,0.218,77.74,4,mandopop
Leehom Wang,大城小愛,50,224981,0,0.736,0.515,4,-8.542,0,0.0318,0.689,0.0,0.125,0.501,131.483,4,mandopop
林志炫,鳳凰花開的路口,45,241988,0,0.557,0.185,8,-10.802,1,0.0355,0.949,0.0,0.155,0.498,135.214,4,mandopop
Eason Chan,浮誇,52,283520,0,0.405,0.562,4,-6.222,0,0.0373,0.229,0.0,0.122,0.243,201.02,3,mandopop
Deserts Chang,喜歡,45,279933,0,0.691,0.181,1,-17.201,1,0.0324,0.963,0.000371,0.108,0.313,103.013,4,mandopop
Deserts Chang,艷火,45,271800,0,0.458,0.564,2,-7.693,1,0.036,0.384,0.0,0.247,0.147,181.949,4,mandopop
JJ Lin,背對背擁抱,54,234890,0,0.392,0.564,3,-4.787,1,0.0333,0.644,0.0,0.226,0.349,129.549,4,mandopop
Fish Leong,可惜不是你,54,285830,0,0.373,0.32,6,-8.593,1,0.0316,0.83,0.0,0.179,0.357,73.775,4,mandopop
Eason Chan,我們 - 《後來的我們》電影主題曲,57,260878,0,0.355,0.0962,9,-14.729,1,0.0395,0.956,1.76e-05,0.0866,0.201,144.58,4,mandopop
Claire Kuo,那年的字裡行間 - 優酷青春劇《上游》插曲,25,209092,0,0.609,0.618,5,-5.786,1,0.0239,0.678,1.23e-06,0.149,0.492,91.984,4,mandopop
Mayday,我不願讓你一個人,55,265506,0,0.472,0.507,7,-7.124,1,0.0255,0.433,0.0,0.414,0.408,144.006,4,mandopop
JJ Lin,醉赤壁,54,281533,0,0.523,0.449,5,-7.771,0,0.0271,0.48,0.0,0.0806,0.451,82.041,4,mandopop
G.E.M.,你不是真正的快樂,56,311166,0,0.538,0.603,11,-8.452,1,0.0373,0.23,0.0,0.15,0.322,163.92,4,mandopop
Eason Chan,苦瓜,49,278160,0,0.379,0.427,2,-9.284,1,0.048,0.646,0.0,0.109,0.459,185.952,4,mandopop
LaLa Hsu,光陰獨白 (電視劇《你是我的榮耀》片尾曲),45,204973,0,0.243,0.258,9,-9.887,1,0.0345,0.916,8e-06,0.128,0.191,59.153,4,mandopop
Jody Chiang,月夜愁,27,196520,0,0.534,0.448,5,-10.149,0,0.0245,0.602,7.19e-05,0.298,0.343,95.67,4,mandopop
G.E.M.,透明,52,217263,0,0.696,0.522,8,-9.945,1,0.0443,0.331,0.0,0.101,0.363,138.062,4,mandopop
Jacky Cheung,每天愛你多一些,56,279440,0,0.682,0.336,1,-12.049,1,0.0253,0.718,0.0,0.133,0.515,100.027,4,mandopop
告五人,溫蒂公主的侍衛 (三立/台視戲劇《天巡者》插曲),48,257851,0,0.569,0.507,8,-5.694,1,0.0329,0.0156,7.37e-05,0.0905,0.133,110.009,4,mandopop
Andrew Tan,天后,56,289400,0,0.46,0.643,9,-5.903,1,0.0309,0.199,0.0,0.0917,0.286,160.044,4,mandopop
Tanya Chua,BEAUTIFUL LOVE,55,295346,0,0.454,0.673,0,-5.747,1,0.0332,0.462,0.0,0.0752,0.376,143.887,4,mandopop
Fish Leong,暖暖,51,243160,0,0.666,0.599,11,-7.196,1,0.0264,0.741,0.0,0.351,0.645,104.039,4,mandopop
Rose Liu,飄洋過海來看你,57,298960,0,0.565,0.382,1,-9.711,1,0.0309,0.559,0.0,0.288,0.26,115.828,4,mandopop
Ronghao Li,"不將就 (電影""何以笙簫默""片尾曲)",57,312997,0,0.51,0.456,0,-7.773,1,0.0282,0.418,0.0,0.12,0.237,143.787,4,mandopop
A Niu,寶貝不要哭(魔幻童謠),26,159982,0,0.622,0.149,0,-11.91,1,0.0425,0.913,5.01e-05,0.121,0.594,112.149,4,mandopop
Zhang Yu Sheng,口是心非,54,292493,0,0.562,0.513,11,-9.003,0,0.0269,0.125,0.015,0.0696,0.153,99.961,4,mandopop
高爾宣 OSN,最後一次,56,166000,0,0.708,0.639,5,-4.173,1,0.0648,0.515,0.0,0.102,0.293,89.993,4,mandopop
楊宗憲,偷偷愛著你,27,237505,0,0.482,0.374,2,-13.074,1,0.0286,0.397,0.0,0.313,0.335,76.104,4,mandopop
Khalil Fong,Nothing's gonna change my love for you,52,209440,0,0.631,0.514,0,-9.457,1,0.0307,0.374,6.14e-06,0.09,0.385,131.499,4,mandopop
Abin Fang,遺憾,58,230608,0,0.563,0.291,11,-8.998,1,0.0311,0.785,1.24e-06,0.111,0.292,112.556,4,mandopop
Mayday,倔強,54,261618,0,0.461,0.68,9,-4.989,1,0.0343,0.0516,2.94e-06,0.156,0.66,155.942,4,mandopop
Jay Chou,菊花台,51,293960,0,0.406,0.354,5,-6.814,1,0.0277,0.569,0.0,0.225,0.222,137.746,4,mandopop
Jay Chou,我落淚˙情緒零碎,49,256146,0,0.557,0.668,11,-8.51,1,0.0267,0.177,1.79e-05,0.397,0.454,133.943,4,mandopop
Jay Chou,白色風車,50,270586,0,0.536,0.613,2,-5.791,1,0.0247,0.297,0.0,0.147,0.252,141.991,4,mandopop
高爾宣 OSN,So Bad,56,172118,1,0.741,0.667,6,-3.975,1,0.0401,0.37,0.0,0.0795,0.559,118.032,4,mandopop
Khalil Fong,三人遊,25,237426,0,0.478,0.389,0,-10.006,1,0.0493,0.704,0.0,0.232,0.446,128.202,4,mandopop
SKY WU,特別的愛給特別的你,56,299028,0,0.524,0.467,5,-12.038,0,0.0365,0.629,0.000176,0.132,0.477,204.036,4,mandopop
蕭秉治,怦然心動 (《你是我的命中注定》片頭曲),33,220373,0,0.676,0.86,9,-5.349,1,0.0446,0.214,0.000233,0.106,0.552,107.004,4,mandopop
Jay Chou;Gary Yang,等你下課,55,270000,0,0.589,0.465,8,-8.416,1,0.0325,0.477,0.0,0.101,0.416,147.921,4,mandopop
Jay Chou,斷了的弦,49,293506,0,0.654,0.632,9,-6.784,1,0.0247,0.396,7.95e-06,0.0735,0.324,97.028,4,mandopop
No Party For Cao Dong,勇敢的人,46,220640,0,0.719,0.557,11,-8.503,0,0.0365,0.0546,0.0235,0.0982,0.214,114.021,4,mandopop
高爾宣 OSN;sunkis,Work,58,166227,1,0.687,0.722,0,-6.653,1,0.0408,0.136,0.0,0.113,0.114,100.005,4,mandopop
Leehom Wang,需要人陪,50,251160,0,0.672,0.265,5,-12.312,1,0.0405,0.758,0.0,0.103,0.111,80.995,4,mandopop
Jay Chou,爺爺泡的茶,47,237266,0,0.621,0.667,2,-3.83,1,0.0815,0.244,8.08e-05,0.0859,0.601,169.987,4,mandopop
Rachel Liang,那女孩對我說,54,268875,0,0.547,0.496,7,-7.964,1,0.0251,0.399,0.0,0.0816,0.227,79.971,4,mandopop
李凱馨,"最好的幸運 (電視劇《暖暖, 請多指教》插曲)",35,235528,0,0.525,0.48,11,-8.048,1,0.0309,0.48,0.0,0.108,0.381,143.931,4,mandopop
Jolin Tsai;Jony J,我是誰 (電視劇《狼殿下》主題曲),45,239285,0,0.591,0.595,11,-9.984,0,0.0653,0.641,0.0,0.161,0.611,77.009,4,mandopop
Faye Wong,執迷不悔,52,273840,0,0.624,0.422,10,-8.742,1,0.0321,0.588,0.0,0.131,0.134,139.865,4,mandopop
David Tao,寂寞的季節,48,215826,0,0.439,0.239,1,-9.683,1,0.0331,0.893,0.0,0.0986,0.42,78.278,4,mandopop
Naiwen Yang,推開世界的門,47,282015,0,0.617,0.324,1,-11.804,1,0.0394,0.221,3.04e-05,0.118,0.352,139.955,4,mandopop
Wu Bai,突然的自我,47,216053,0,0.601,0.597,1,-6.162,0,0.0242,0.502,0.0,0.387,0.798,78.502,4,mandopop
Jay Chou,愛的飛行日記,47,252586,0,0.639,0.791,8,-5.968,1,0.0335,0.231,0.0,0.111,0.305,113.021,4,mandopop
林志炫,醉梦前尘,40,271642,0,0.468,0.489,8,-9.838,0,0.0511,0.193,2.11e-06,0.138,0.254,79.998,4,mandopop
LaLa Hsu,真的傻 (電影《一吻定情》追愛版主題曲),59,256000,0,0.522,0.383,4,-10.962,1,0.0285,0.714,1.67e-05,0.106,0.332,150.018,4,mandopop
Jess Lee,煎熬,54,262026,0,0.379,0.39,11,-6.597,1,0.0299,0.465,6.14e-06,0.0943,0.154,139.197,4,mandopop
F.I.R.,你的微笑,52,261493,0,0.664,0.929,10,-3.99,0,0.0389,0.0179,0.0,0.123,0.717,123.997,4,mandopop
Jonathan Lee,山丘,47,405800,0,0.591,0.604,3,-8.625,1,0.0766,0.358,1.89e-05,0.0748,0.23,141.94,4,mandopop
Wu Bai,淚橋,49,225186,0,0.583,0.599,7,-5.437,1,0.0264,0.0964,0.0,0.102,0.407,139.977,4,mandopop
Jolin Tsai,怪美的,50,182343,0,0.767,0.625,11,-7.43,0,0.18,0.0264,2.03e-06,0.122,0.58,97.985,4,mandopop
JJ Lin,愛笑的眼睛,54,251521,0,0.648,0.423,1,-7.114,1,0.0312,0.759,0.0,0.103,0.397,132.633,4,mandopop
Sandy Lam,分分鐘需要你,47,252453,0,0.791,0.269,9,-17.08,1,0.037,0.776,0.000202,0.124,0.591,110.017,4,mandopop
黃仲崑,牽掛,27,162293,0,0.464,0.512,4,-8.662,1,0.0282,0.509,6.34e-05,0.489,0.336,77.184,4,mandopop
Hu Xia,无题 - 网剧《山河令》插曲,41,278868,0,0.519,0.304,6,-11.456,0,0.0286,0.487,0.0,0.0821,0.43,139.868,4,mandopop
G.E.M.,冰河時代,53,210785,0,0.619,0.569,7,-7.393,0,0.0367,0.11,2.64e-05,0.105,0.207,129.947,4,mandopop
Claire Kuo,Colorful - 《身为一个胖子》电视剧主题曲,28,181471,0,0.547,0.705,5,-5.068,1,0.0386,0.0283,0.0,0.138,0.185,179.799,4,mandopop
Nicky Lee,夏天,46,226240,0,0.557,0.726,8,-6.702,1,0.0317,0.594,2.4e-06,0.0686,0.55,94.003,4,mandopop
Zhang Zhen Yue,再見,47,210765,0,0.704,0.856,6,-5.297,1,0.0358,0.291,3.52e-05,0.16,0.652,123.977,4,mandopop
Fish Leong,勇氣,53,239293,0,0.64,0.366,5,-9.357,1,0.0291,0.743,0.0,0.0952,0.235,115.801,4,mandopop
Mayday;Stefanie Sun,溫柔 #MaydayBlue20th - feat.孫燕姿,53,271018,0,0.437,0.675,10,-6.223,1,0.0379,0.392,0.0,0.127,0.364,148.068,4,mandopop
告五人,與海無關 (《比悲傷更悲傷的故事》影集版插曲),52,245231,0,0.654,0.227,2,-12.619,1,0.0298,0.906,2.14e-05,0.091,0.373,78.155,4,mandopop
A-Mei Chang,人質,55,232853,0,0.366,0.28,8,-7.394,1,0.033,0.884,1.82e-06,0.129,0.258,128.895,4,mandopop
Faye Wong,約定,47,266200,0,0.557,0.324,4,-12.13,1,0.031,0.888,0.000264,0.612,0.161,80.015,4,mandopop
Jody Chiang;Hong Ronghong,鴛鴦酒杯,26,209266,0,0.543,0.405,0,-11.025,0,0.0348,0.456,8.01e-05,0.183,0.318,93.359,4,mandopop
G.E.M.,你不是第一個離開的人,55,200287,0,0.327,0.296,7,-7.761,0,0.0376,0.653,0.0,0.11,0.157,81.312,5,mandopop
Claire Kuo,心牆,54,226920,0,0.7,0.62,3,-5.072,1,0.043,0.762,0.0,0.0965,0.338,123.879,4,mandopop
Daniel Lo;林淑容,無言的結局,27,230626,0,0.575,0.628,2,-7.157,1,0.0345,0.603,0.0,0.18,0.701,83.042,4,mandopop
理想混蛋,我就想你,55,204437,0,0.501,0.462,7,-7.102,1,0.0726,0.186,0.0,0.418,0.585,82.513,4,mandopop
Kenji Wu,為你寫詩,56,285693,0,0.477,0.642,7,-4.743,1,0.0355,0.203,0.0,0.163,0.166,143.259,4,mandopop
Roman Tam,親情 - 無線電視劇[親情]主題曲,28,187360,0,0.236,0.348,11,-11.744,0,0.032,0.435,1.42e-05,0.213,0.13,78.79,3,mandopop
Eve Ai,Forever Young,52,313906,0,0.304,0.226,0,-10.707,1,0.0329,0.929,0.0,0.161,0.323,139.593,4,mandopop
高爾宣 OSN;Vicky Chen,Without You - Acoustic Version,54,204155,0,0.544,0.715,8,-3.333,1,0.0478,0.59,0.0,0.0624,0.573,153.894,4,mandopop
ØZI,0.03,43,184000,0,0.786,0.669,1,-5.944,1,0.0737,0.0566,0.0,0.245,0.679,117.945,4,mandopop
LaLa Hsu,失落沙洲,55,299346,0,0.422,0.366,7,-7.181,1,0.0333,0.728,0.0,0.112,0.224,80.197,4,mandopop
Eason Chan,K歌之王,51,222351,0,0.346,0.349,2,-9.428,1,0.0355,0.754,1.46e-06,0.381,0.271,78.634,4,mandopop
No Party For Cao Dong,還願,44,225194,0,0.502,0.202,7,-12.303,0,0.0347,0.359,0.0216,0.167,0.158,109.111,4,mandopop
Rainie Yang,匿名的好友,53,261880,0,0.551,0.367,2,-7.907,1,0.0291,0.609,0.0,0.172,0.205,119.842,4,mandopop
Yoga Lin,兜圈 (偶像劇「必娶女人」片尾曲),48,245521,0,0.605,0.31,7,-10.276,1,0.039,0.849,0.0,0.136,0.292,118.028,4,mandopop
Jacky Cheung,吻別,54,302093,0,0.555,0.375,6,-13.034,1,0.0378,0.611,6.78e-05,0.372,0.258,121.895,4,mandopop
Lu Han,Slow Ride,41,181244,0,0.674,0.657,9,-6.392,1,0.119,0.526,0.0,0.107,0.4,154.792,4,mandopop
Jay Chou,黑色幽默,50,280493,0,0.603,0.292,10,-7.622,1,0.0282,0.406,0.0,0.136,0.231,127.905,4,mandopop
Tiger Hu,你要的全拿走,54,299333,0,0.618,0.573,4,-5.309,1,0.0363,0.339,0.0,0.13,0.157,133.986,4,mandopop
Rainie Yang,帶我走,53,289426,0,0.526,0.513,5,-6.982,1,0.0265,0.563,0.0,0.0951,0.255,141.941,4,mandopop
Jay Chou,算什麼男人,53,289480,0,0.523,0.572,1,-6.834,1,0.0274,0.356,1.29e-06,0.121,0.306,106.943,4,mandopop
Steve Chou,寂寞沙洲冷,44,277333,0,0.704,0.498,7,-5.996,1,0.0459,0.351,0.0,0.181,0.665,119.979,4,mandopop
David Tao,愛我還是他,54,292666,0,0.465,0.391,11,-8.029,1,0.0304,0.758,0.0,0.112,0.152,133.025,4,mandopop
No Party For Cao Dong,鬼,47,160160,0,0.452,0.659,11,-9.614,0,0.0682,0.0881,0.0183,0.0907,0.355,77.62,4,mandopop
Deserts Chang,關於我愛你,45,294160,0,0.579,0.356,3,-11.312,1,0.026,0.281,1.22e-05,0.183,0.24,140.02,4,mandopop
Z.TAO,Alone,27,214988,0,0.547,0.777,2,-5.351,1,0.0738,0.0108,0.0,0.0916,0.595,81.461,4,mandopop
Chyi Chin,大約在冬季,52,231520,0,0.668,0.361,5,-9.71,0,0.0353,0.795,0.0,0.246,0.432,73.919,3,mandopop
Penny Tai,怎樣 ?,51,271106,0,0.641,0.363,2,-10.434,1,0.033,0.809,0.0,0.0949,0.218,119.739,4,mandopop
G.E.M.,不想回家,52,246510,0,0.641,0.607,11,-6.686,1,0.0397,0.397,0.0,0.132,0.255,90.02,4,mandopop
Faye Wong,愛與痛的邊緣,53,273773,0,0.62,0.411,5,-11.425,0,0.0288,0.514,1.83e-06,0.199,0.534,113.29,4,mandopop
Mayday,因為你 所以我,53,281799,0,0.47,0.685,11,-6.896,1,0.0363,0.188,0.0,0.112,0.488,152.103,4,mandopop
黃小琥,沒那麽簡單,56,310133,0,0.334,0.431,6,-5.861,1,0.0347,0.672,0.0,0.101,0.212,201.701,3,mandopop
Faye Wong,百年孤寂,46,317506,0,0.489,0.728,0,-5.509,1,0.0355,0.0148,0.0,0.113,0.289,149.911,4,mandopop
G.E.M.,倒數,53,229333,0,0.526,0.671,5,-5.655,1,0.0324,0.0215,2.7e-06,0.104,0.204,164.062,4,mandopop
JJ Lin,浪漫血液,48,272529,0,0.473,0.58,4,-4.802,1,0.0313,0.461,0.0,0.0986,0.22,135.821,4,mandopop
Sandy Lam,詞不達意,41,266466,0,0.495,0.432,3,-7.914,1,0.0307,0.144,1.4e-06,0.0977,0.182,126.276,4,mandopop
許光漢,一派輕鬆,53,210604,0,0.574,0.521,6,-5.912,0,0.0344,0.751,0.0,0.109,0.262,137.88,4,mandopop
G.E.M.,HELL,52,248285,0,0.559,0.646,4,-6.233,0,0.0392,0.0817,0.0004,0.0908,0.233,167.917,4,mandopop
Tiger Hu,枕邊人 - 電視劇《三生三世枕上書》片頭曲,41,269982,0,0.291,0.71,2,-5.611,0,0.0462,0.29,0.0,0.103,0.188,147.714,4,mandopop
Teresa Teng,よせばいいのに,27,226960,0,0.634,0.498,8,-9.028,0,0.0258,0.412,0.00568,0.123,0.719,98.58,4,mandopop
陳盈潔,風飛沙,27,252906,0,0.714,0.328,11,-13.01,0,0.0374,0.238,9.92e-06,0.0787,0.604,110.522,4,mandopop
G.E.M.,FIND YOU,53,256112,0,0.496,0.708,5,-5.701,1,0.0531,0.0877,0.0107,0.129,0.469,159.874,3,mandopop
BY2,我知道,54,250026,0,0.674,0.584,5,-5.784,1,0.0319,0.678,0.0,0.098,0.29,115.92,4,mandopop
Angela Chang,親愛的那不是愛情,53,256830,0,0.549,0.588,9,-5.97,1,0.0256,0.516,0.0,0.0895,0.331,149.852,4,mandopop
Wu Bai,浪人情歌,51,271333,0,0.5,0.365,7,-14.018,0,0.0338,0.63,0.0,0.143,0.543,106.769,3,mandopop
LaLa Hsu,行走的鱼,43,245172,0,0.563,0.563,9,-6.451,1,0.0328,0.753,0.0,0.0598,0.454,116.016,4,mandopop
Joker Xue,你还要我怎样,52,310295,0,0.586,0.197,2,-14.649,1,0.0307,0.847,3.36e-06,0.0515,0.299,95.529,4,mandopop
Eric Chou,我很快樂,58,296987,0,0.302,0.454,9,-7.748,1,0.0298,0.796,4.1e-06,0.118,0.455,149.606,4,mandopop
WeiBird,慢慢等,57,221531,0,0.657,0.525,5,-8.333,1,0.0329,0.634,0.0,0.123,0.41,128.03,4,mandopop
Kit Chan,心動,51,231653,0,0.448,0.0926,2,-14.509,1,0.0455,0.977,1.05e-06,0.133,0.316,123.534,4,mandopop
EggPlantEgg,浪流連,58,253723,0,0.535,0.499,0,-8.033,1,0.0397,0.395,1.31e-06,0.0768,0.162,123.593,4,mandopop
A-Mei Chang,聽海,56,318333,0,0.528,0.388,10,-11.685,1,0.0372,0.265,0.0,0.41,0.138,123.894,4,mandopop
Rainie Yang,雨愛,26,259671,0,0.478,0.572,4,-6.992,1,0.0263,0.202,0.0,0.132,0.251,79.998,4,mandopop
A-do,堅持到底,25,248000,0,0.702,0.592,0,-5.148,1,0.0259,0.294,0.0,0.12,0.413,124.027,4,mandopop
Stefanie Sun,雨天,51,241866,0,0.503,0.383,1,-9.151,1,0.0294,0.73,0.0,0.057,0.417,115.749,4,mandopop
陶晶瑩,太委屈,54,291306,0,0.664,0.42,11,-9.589,1,0.0269,0.786,0.0,0.122,0.319,110.042,4,mandopop
陳盈潔;袁小迪,舞伴,26,120306,0,0.753,0.458,10,-12.87,1,0.0348,0.274,0.0,0.241,0.968,120.706,4,mandopop
小虎隊,愛,51,269306,0,0.755,0.694,5,-7.908,1,0.0306,0.338,0.0,0.0991,0.427,126.122,4,mandopop
Eason Chan,Shall We Talk,48,227207,0,0.329,0.309,0,-10.255,1,0.0355,0.816,0.0,0.141,0.496,172.599,4,mandopop
J.Sheon,別問很可怕,54,248880,0,0.77,0.456,0,-7.453,1,0.0464,0.634,0.0,0.111,0.408,125.9,3,mandopop
Lu Han,Skin To Skin,38,216333,0,0.549,0.478,11,-7.563,0,0.061,0.596,0.00357,0.0806,0.308,167.874,4,mandopop
Landy Wen,夏日の風,49,240653,0,0.692,0.526,2,-4.065,1,0.0263,0.73,0.0,0.0977,0.312,113.939,4,mandopop
Jay Chou,分裂,47,252626,0,0.637,0.438,1,-8.504,1,0.0282,0.515,7.15e-06,0.0959,0.145,122.699,4,mandopop
Bobby Chen,不再讓你孤單,40,334160,0,0.507,0.0859,0,-14.291,1,0.0342,0.933,1.14e-06,0.121,0.282,130.388,4,mandopop
Ronghao Li,李白,54,274920,0,0.81,0.543,0,-12.257,1,0.03,0.79,5.67e-05,0.145,0.823,114.934,4,mandopop
Jay Chou,上海一九四三,47,195800,0,0.602,0.373,2,-9.13,1,0.0326,0.393,0.0,0.269,0.358,174.035,3,mandopop
Jay Chou,止戰之殤,47,274906,0,0.477,0.725,1,-6.677,0,0.0447,0.483,9.02e-05,0.109,0.337,88.956,4,mandopop
A-do,他一定很愛你,54,210771,0,0.589,0.507,9,-6.162,1,0.0304,0.459,0.0,0.122,0.151,101.943,4,mandopop
Cheer Chen,太聰明,42,263173,0,0.689,0.203,4,-14.88,1,0.0337,0.891,0.0,0.103,0.335,132.082,4,mandopop
David Tao,沙灘,43,239626,0,0.553,0.328,1,-13.892,1,0.03,0.382,0.0,0.153,0.206,92.007,4,mandopop
Crowd Lu,幾分之幾 - 電影<花甲大人轉男孩>主題曲,56,228570,0,0.519,0.342,1,-5.54,1,0.0257,0.636,0.0,0.1,0.425,143.819,4,mandopop
Jay Chou,大笨鐘,48,242840,0,0.579,0.617,4,-6.78,1,0.0354,0.0527,9.74e-06,0.0967,0.248,148.019,4,mandopop
Jay Chou,外婆,47,240520,0,0.55,0.711,11,-7.943,0,0.0333,0.632,0.00312,0.116,0.507,161.664,4,mandopop
Yisa Yu,思慕 - 電視劇《三生三世十里桃花》主人公人物曲,44,307284,0,0.493,0.425,0,-9.42,0,0.0308,0.455,3.76e-06,0.0642,0.178,72.004,4,mandopop
告五人,我以為你不會出現 (UAG安全感形象曲),52,346113,0,0.433,0.402,10,-8.749,1,0.0328,0.482,1.17e-05,0.11,0.108,160.013,4,mandopop
Jay Chou,飄移,47,242146,0,0.619,0.868,10,-5.021,0,0.172,0.105,0.0951,0.398,0.794,185.985,4,mandopop
OHMYMEITING,住在天狼星的那個人,55,265360,0,0.452,0.478,5,-7.271,1,0.0496,0.741,0.0,0.0885,0.431,185.738,4,mandopop
Faye Wong,"給自己的情書 - ""笑忘書""廣東版",50,267826,0,0.554,0.326,9,-10.702,0,0.0361,0.902,1.39e-05,0.129,0.251,125.844,3,mandopop
Andrew Tan,兜轉 - 《HIStory4-近距離愛上你》LINE TV片頭曲,35,240575,0,0.523,0.609,10,-6.515,1,0.0271,0.544,8.82e-05,0.112,0.439,180.0,4,mandopop
Jay Chou,甜甜的,49,241853,0,0.694,0.574,4,-9.422,1,0.0265,0.0409,1.35e-05,0.19,0.77,116.048,4,mandopop
Crispy脆樂團,黑暗的盡頭,55,290823,0,0.336,0.413,2,-8.746,1,0.0384,0.698,0.0,0.119,0.268,76.63,4,mandopop
Cheer Chen,旅行的意義,49,256706,0,0.525,0.516,2,-7.931,1,0.0299,0.38,0.0,0.365,0.25,137.972,4,mandopop
A-Lin,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,55,237000,0,0.36,0.233,7,-11.512,1,0.0509,0.9,3.96e-06,0.106,0.37,77.436,4,mandopop
Jay Chou,超人不會飛,48,299800,0,0.667,0.363,0,-9.431,1,0.0323,0.345,0.000738,0.385,0.366,156.015,4,mandopop
